Hs,Hs_wind,Hs_swell,Hs_swell_secondary,Tp,Ustokes,Vstokes,Wave_dir,Wave_dir_wind,Wave_dir_swell,Wave_dir_swell_secondary
VHM0,VHM0_WW,VHM0_SW1,VHM0_SW2,VTPK,VSDX,VSDY,VMDR,VMDR_WW,VMDR_SW1,VMDR_SW2
